url,Content adequacy #1,Conciseness #1,Expressiveness #1,Content adequacy #2,Conciseness #2,Expressiveness #2,Content adequacy #3,Conciseness #3,Expressiveness #3,Content adequacy AVG,Conciseness AVG,Expressiveness AVG,Content adequacy VAR,Conciseness VAR,Expressiveness VAR
https://github.com/SeleniumHQ/selenium/commit/7a375e110d8b2cb57ae604f1160af0aca90fd0ea,1 ,1 ,4 ,1 ,1 ,3 ,1 ,1 ,3 ,1,1,3,0,0,1
https://github.com/redisson/redisson/commit/c7d2afbaf42c423457349a23e5e8dcd3ba760fdb,2 ,2 ,3 ,3 ,3 ,2 ,3 ,3 ,3 ,3,3,3,0.333333333,0.333333333,1.333333333
https://github.com/spring-projects/spring-framework/commit/620a898e60f107afe963f9e2db9c78e54f3fd399,3 ,3 ,4 ,3 ,3 ,3 ,3 ,3 ,4 ,3,3,4,0,0,0.333333333
https://github.com/eugenp/tutorials/commit/eb33074a0ee4a31c538e4523367a80a9c3c63cc6,1 ,1 ,4 ,2 ,2 ,3 ,1 ,2 ,3 ,1,2,3,0.333333333,0.333333333,0.333333333
https://github.com/spring-projects/spring-framework/commit/e6353f0ec7d92e4174044be05ac13b14732229b2,1 ,2 ,3 ,2 ,2 ,2 ,1 ,2 ,3 ,1,2,3,0.333333333,0,1.333333333
https://github.com/alibaba/druid/commit/fb63307be3605209a6937d6735824cd2a0364f08,3 ,4 ,3 ,2 ,4 ,2 ,2 ,4 ,3 ,2,3,3,0.333333333,1.333333333,1
https://github.com/google/guava/commit/9657adb9a22190fd43ff06d2aecbfc66f1135dc3,2 ,3 ,3 ,2 ,2 ,3 ,2 ,2 ,3 ,2,2,3,0,0.333333333,0
https://github.com/oracle/graal/commit/b6144f0233a75c1040e8b40ebdde097953a6daf9,3 ,4 ,3 ,2 ,3 ,2 ,2 ,4 ,3 ,2,4,3,0.333333333,0.333333333,1
https://github.com/spring-projects/spring-boot/commit/85eb279b30f9f6d99f5eaf83bdcd3b4bec22efdc,2 ,4 ,4 ,3 ,2 ,3 ,2 ,3 ,3 ,2,3,3,0.333333333,1,0.333333333
https://github.com/dbeaver/dbeaver/commit/95608feab7f949fb9c0426b96b4eb2a090e7794e,1 ,1 ,2 ,2 ,2 ,2 ,1 ,1 ,2 ,1,1,2,0.333333333,0.333333333,0.333333333
https://github.com/iluwatar/java-design-patterns/commit/c2baeb14e9627d804febf51b0b0905819f84ad57,2 ,4 ,4 ,2 ,2 ,3 ,2 ,3 ,4 ,2,3,4,0,1,0.333333333
https://github.com/eugenp/tutorials/commit/1c896ec494ec84a1565ee3c748657ec258cb215a,4 ,3 ,4 ,4 ,4 ,4 ,4 ,3 ,4 ,4,3,4,0,0.333333333,0
https://github.com/PhilJay/MPAndroidChart/commit/c755ab6472b3359c248f161d0bb734c52fb76c84,2 ,2 ,2 ,1 ,1 ,2 ,0 ,0 ,1 ,1,1,2,1,1,2.333333333
https://github.com/elastic/elasticsearch/commit/e991c1f7179ab46b43c69496888ba85c0c6da27b,3 ,3 ,4 ,2 ,2 ,3 ,3 ,4 ,3 ,3,3,3,0.333333333,1,1.333333333
https://github.com/SeleniumHQ/selenium/commit/6879463f445b2e4b90ddb0ea4a4d235da01fbc30,2 ,2 ,2 ,3 ,3 ,3 ,2 ,3 ,3 ,2,3,3,0.333333333,0.333333333,1
https://github.com/elastic/elasticsearch/commit/0b0390aa64a2d5ba20cee24a75fa2d3fc3fbe24f,4 ,2 ,4 ,4 ,3 ,3 ,4 ,3 ,4 ,4,3,4,0,0.333333333,0.333333333
https://github.com/elastic/elasticsearch/commit/d96900fe9efebd78f30d5a2599edfac9b901b011,2 ,4 ,4 ,3 ,3 ,4 ,4 ,3 ,3 ,3,3,4,1,0.333333333,0.333333333
https://github.com/oracle/graal/commit/54a54fb4e6be37592da13667e5e04ac89827ebcf,1 ,1 ,2 ,1 ,1 ,2 ,1 ,2 ,1 ,1,1,2,0,0.333333333,1
https://github.com/oracle/graal/commit/41c5deb15a173cb5d5e4215026cbe610acebd15e,4 ,2 ,4 ,4 ,3 ,3 ,3 ,2 ,3 ,4,2,3,0.333333333,0.333333333,0.333333333
https://github.com/eclipse-vertx/vert.x/commit/f714a45de00ffb88a297ab4140a25a8dcee42a40,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4,4,4,0,0,0
https://github.com/netty/netty/commit/cf74acfce09feff66487a8dd32da9294ffe8c4fb,3 ,4 ,4 ,2 ,3 ,4 ,3 ,3 ,4 ,3,3,3,0.333333333,0.333333333,1.333333333
https://github.com/dbeaver/dbeaver/commit/390531a4cd61114d7a93bb2a8828fec3b7e79d4f,2 ,2 ,3 ,2 ,2 ,2 ,2 ,2 ,2 ,2,2,2,0,0,0.333333333
https://github.com/libgdx/libgdx/commit/284e610db4c00dfe990c45e3fced8f13c33d823b,3 ,4 ,4 ,2 ,2 ,3 ,3 ,3 ,3 ,3,3,3,0.333333333,1,2.333333333
https://github.com/SeleniumHQ/selenium/commit/ad34f5bf2bafe874d9c833480be5e17b93c77fa4,2 ,2 ,4 ,0 ,0 ,3 ,1 ,1 ,3 ,1,1,3,1,1,1
https://github.com/oracle/graal/commit/2b82cd57eaead4f5878082ee729698d21109e0b7,0 ,0 ,4 ,0 ,0 ,3 ,0 ,0 ,3 ,0,0,3,0,0,2.333333333
https://github.com/elastic/elasticsearch/commit/e3e631eca53f2cf784da79993b63514727d523ac,3 ,3 ,4 ,2 ,2 ,3 ,3 ,2 ,3 ,3,2,3,0.333333333,0.333333333,1
https://github.com/elastic/elasticsearch/commit/f420018bb299698a8c80cf2dcc9be11bb3950ace,2 ,2 ,3 ,2 ,2 ,2 ,2 ,2 ,2 ,2,2,2,0,0,0.333333333
https://github.com/SeleniumHQ/selenium/commit/cbc2f3c9bdbb6bd4eac9e80cf527332f578f4d3c,1 ,1 ,2 ,2 ,2 ,2 ,1 ,1 ,1 ,1,1,2,0.333333333,0.333333333,0.333333333
https://github.com/spring-projects/spring-boot/commit/85f45adb9a8d0662a2fc992ab03c3cbb9c442d78,4 ,4 ,4 ,4 ,3 ,3 ,4 ,4 ,3 ,4,4,3,0,0.333333333,1.333333333
https://github.com/spring-projects/spring-boot/commit/b242543545318f709bd99e4b6e4771ec572d27fb,1 ,1 ,3 ,3 ,3 ,2 ,1 ,2 ,3 ,2,2,2,1.333333333,1.333333333,2.333333333
https://github.com/netty/netty/commit/fa277eda200228dbef1de9317184a6dc8b1945a6,1 ,1 ,4 ,1 ,1 ,3 ,1 ,1 ,3 ,1,1,3,0,0,1
https://github.com/dbeaver/dbeaver/commit/2b8637d029522cfaaca9deb81ea4e8bf5121ec69,2 ,2 ,3 ,1 ,1 ,3 ,2 ,1 ,3 ,2,1,3,0.333333333,0.333333333,0.333333333
https://github.com/square/retrofit/commit/d7da1cdc2406b88aae75ebfeaca93bbf3c94d505,0 ,0 ,2 ,0 ,0 ,2 ,0 ,0 ,3 ,0,0,2,0,0,0.333333333
https://github.com/Netflix/Hystrix/commit/569eed99a78fca3925c0ee75a2d4e06d5a304ac9,3 ,1 ,2 ,2 ,2 ,1 ,3 ,1 ,2 ,3,1,2,0.333333333,0.333333333,0.333333333
https://github.com/bazelbuild/bazel/commit/c89a8ac80d1d8c3791b1777c14b31af7bbd1df52,1 ,1 ,4 ,1 ,1 ,3 ,1 ,1 ,3 ,1,1,3,0,0,1
https://github.com/bazelbuild/bazel/commit/af76330a372babdf40c016e1fde8a9911b139e8b,1 ,1 ,2 ,2 ,2 ,2 ,1 ,2 ,2 ,1,2,2,0.333333333,0.333333333,0
https://github.com/bazelbuild/bazel/commit/8afa8b37e8de0613b408d04643f0956e1ec75413,1 ,2 ,3 ,2 ,2 ,3 ,2 ,1 ,2 ,2,2,3,0.333333333,0.333333333,0.333333333
https://github.com/elastic/elasticsearch/commit/91a38b8fe0cf824356799507fbfc1826234edf44,1 ,1 ,1 ,2 ,2 ,2 ,1 ,1 ,1 ,1,1,1,0.333333333,0.333333333,1
https://github.com/jenkinsci/jenkins/commit/927cd7f896c55f17b6cb41754a4eacaffddec93f,2 ,2 ,3 ,1 ,1 ,3 ,1 ,1 ,3 ,1,1,2,0.333333333,0.333333333,1.333333333
https://github.com/SeleniumHQ/selenium/commit/4713f55a29d2ca6ae2ad4b90e1e6253bd5075a12,1 ,1 ,3 ,1 ,1 ,2 ,1 ,1 ,2 ,1,1,2,0,0,0.333333333
https://github.com/libgdx/libgdx/commit/e13d9466776c37486ca914ff503eabc35136c6ea,2 ,3 ,3 ,2 ,2 ,2 ,1 ,3 ,3 ,2,3,3,0.333333333,1.333333333,1.333333333
https://github.com/elastic/elasticsearch/commit/2e5e4e1a69032c756e5be27f32d302cbb556a804,1 ,1 ,2 ,1 ,1 ,2 ,1 ,0 ,1 ,1,1,2,0,0.333333333,0.333333333
https://github.com/elastic/elasticsearch/commit/4d4f979d61dfdbb7979484b9682f9eada185f8a7,1 ,1 ,3 ,1 ,1 ,2 ,2 ,2 ,2 ,1,1,2,0.333333333,0.333333333,0.333333333
https://github.com/oracle/graal/commit/caa8d816f0273787606c11b41171a5a812a7fe0d,1 ,1 ,4 ,1 ,1 ,3 ,1 ,2 ,3 ,1,1,3,0,0.333333333,1.333333333
https://github.com/apache/flink/commit/973ce7d0eb219ea84ad6b7fd0d063f595485205f,0 ,0 ,2 ,1 ,1 ,3 ,2 ,2 ,2 ,1,1,2,1,1,1
https://github.com/elastic/elasticsearch/commit/1b996defcf6d73ee33118495f1a68c452b38b2a4,0 ,0 ,1 ,1 ,1 ,2 ,2 ,1 ,1 ,1,1,1,1,0.333333333,1
https://github.com/apache/shardingsphere/commit/5b5309c793a4bdb2623fa5dd3987b9ac83a34930,1 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,2 ,1,1,2,0.333333333,0.333333333,0.333333333
https://github.com/apache/shardingsphere/commit/4b5be223c154c7a6ad3c1b4c39a46f6e573e7621,1 ,1 ,3 ,1 ,1 ,2 ,1 ,2 ,2 ,1,1,2,0,0.333333333,1
https://github.com/oracle/graal/commit/639d131865baf583d5e1f95ac9a014e4e0625662,2 ,2 ,3 ,2 ,2 ,2 ,1 ,1 ,2 ,2,2,2,0.333333333,0.333333333,1
https://github.com/dbeaver/dbeaver/commit/e8d3f0cc88d62d7c6f69f0d2d26347ffc6de4ff3,1 ,1 ,2 ,1 ,1 ,1 ,1 ,1 ,1 ,1,1,1,0,0,0.333333333
https://github.com/spring-projects/spring-boot/commit/1739bfe0770f84d409e07d134d546dbb718f2da1,1 ,1 ,3 ,1 ,1 ,4 ,1 ,1 ,3 ,1,1,3,0,0,1
https://github.com/oracle/graal/commit/f644f74eef65508161ab396a41b172428bae7a68,1 ,2 ,2 ,2 ,2 ,3 ,3 ,3 ,3 ,2,2,3,1,0.333333333,0.333333333
https://github.com/jenkinsci/jenkins/commit/fe21d5c1414da04ba92344665f339889be3cb3dd,1 ,1 ,3 ,1 ,1 ,2 ,1 ,2 ,2 ,1,1,2,0,0.333333333,1
https://github.com/libgdx/libgdx/commit/a6dc032dc382de741a6f35f76bd53b8a24059a0f,0 ,0 ,1 ,1 ,1 ,1 ,2 ,2 ,2 ,1,1,1,2.333333333,1,0.333333333
https://github.com/elastic/elasticsearch/commit/b08ba28c9b0708811e168394b6e2852f1492f58e,0 ,0 ,4 ,1 ,1 ,4 ,2 ,2 ,4 ,1,1,4,1,1,0.333333333
https://github.com/spring-projects/spring-boot/commit/2747c01e8120fe02fcf7f928ec84104e8cb654ad,2 ,2 ,4 ,0 ,0 ,3 ,1 ,1 ,3 ,1,1,2,1,1,2.333333333
https://github.com/jenkinsci/jenkins/commit/8011e2e2d6dd4aa2b18e05cfe6e823d27284f46e,4 ,2 ,4 ,2 ,3 ,4 ,3 ,2 ,4 ,3,2,4,1,0.333333333,0.333333333
https://github.com/SeleniumHQ/selenium/commit/3ae50b5fe8e70886a59f5d1748b42629a1e8e59b,2 ,2 ,1 ,2 ,2 ,2 ,2 ,2 ,2 ,2,2,2,0,0,0.333333333
https://github.com/signalapp/Signal-Android/commit/c81bc229437ccb37dd1d9db5b789654c9e982daf,1 ,1 ,3 ,1 ,1 ,2 ,1 ,1 ,2 ,1,1,2,0,0,0.333333333
https://github.com/jenkinsci/jenkins/commit/1908a88bfdc2b976b5ea99687360a364e5050c43,3 ,3 ,3 ,4 ,2 ,4 ,3 ,2 ,3 ,3,2,3,0.333333333,0.333333333,0.333333333
https://github.com/oracle/graal/commit/427dbbd7ef1efcd1a405771e61e329ea694ea854,2 ,3 ,2 ,2 ,2 ,3 ,2 ,2 ,2 ,2,2,2,0,0.333333333,0.333333333
https://github.com/apache/flink/commit/499790c1ff614da5cf2dfd2e742e33de7ec4145b,1 ,1 ,2 ,1 ,1 ,2 ,1 ,1 ,2 ,1,1,2,0,0,0.333333333
https://github.com/apache/flink/commit/82542d68edd5999cd7cd8330bb7a3b19852b8eb6,0 ,0 ,2 ,0 ,0 ,1 ,1 ,1 ,2 ,0,0,2,0.333333333,0.333333333,1.333333333
https://github.com/elastic/elasticsearch/commit/fb64c18ac641cd14787478844e4d8953ef4bcd4f,0 ,0 ,3 ,1 ,1 ,2 ,1 ,1 ,2 ,1,1,2,0.333333333,0.333333333,1
https://github.com/SeleniumHQ/selenium/commit/cdb73f565626af524739851ba402839c74fd7eb2,1 ,1 ,3 ,0 ,0 ,2 ,2 ,1 ,3 ,1,1,2,1,0.333333333,1
https://github.com/jenkinsci/jenkins/commit/520000d020f3a650e427cb79c6279653d77e2f12,1 ,2 ,4 ,1 ,1 ,4 ,1 ,1 ,4 ,1,1,3,0,0.333333333,3
https://github.com/SeleniumHQ/selenium/commit/6ba161729224c1dbd3a0cd6a2154b7f62955ea48,2 ,1 ,3 ,1 ,1 ,2 ,2 ,2 ,3 ,2,1,3,0.333333333,0.333333333,1.333333333
https://github.com/mybatis/mybatis-3/commit/9ad51d5c014d1ada21d8b0e9986d53b465527038,1 ,2 ,2 ,1 ,1 ,1 ,2 ,1 ,1 ,1,1,1,0.333333333,0.333333333,0.333333333
https://github.com/elastic/elasticsearch/commit/fd98f7abc21e2b298eaef530a28aa03fba5ca438,2 ,2 ,3 ,1 ,1 ,2 ,2 ,3 ,3 ,2,2,3,0.333333333,1,1
https://github.com/google/guava/commit/6475a214ebbad56daa661478c10b34d75f3b78d8,3 ,4 ,3 ,1 ,3 ,2 ,2 ,3 ,3 ,2,3,3,1,2.333333333,1
https://github.com/elastic/elasticsearch/commit/1e3c56ce973b9abf6c3215b639c18b12f6eee425,1 ,2 ,4 ,1 ,1 ,4 ,1 ,1 ,4 ,1,1,3,0,0.333333333,3
https://github.com/apache/dubbo/commit/ac31d4f5217f383574984e05b035c2e0968d675f,1 ,1 ,3 ,3 ,2 ,4 ,2 ,1 ,3 ,2,1,3,1,0.333333333,1
https://github.com/spring-projects/spring-framework/commit/4fe21b71a2caebf5fce664d98f77798653b01168,4 ,2 ,3 ,3 ,3 ,3 ,3 ,2 ,3 ,3,2,3,0.333333333,0.333333333,0
https://github.com/netty/netty/commit/42d466c97f68ba5406de8a717b1ca3fcfe068cd2,2 ,1 ,4 ,1 ,1 ,4 ,2 ,2 ,4 ,2,1,3,0.333333333,0.333333333,1.333333333
https://github.com/google/guava/commit/75bcf0a64563396d55e997b017c5640e8a1ff6e5,0 ,0 ,4 ,0 ,0 ,4 ,0 ,0 ,4 ,0,0,3,0,0,5.333333333
https://github.com/oracle/graal/commit/64ede7a7b1b8150d5b2a82b1d50b5e369de29fcb,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0,0,1,0,0,0.333333333
https://github.com/SeleniumHQ/selenium/commit/fe966771063a813b961243fcc2a47c0b5f0f8d0a,1 ,1 ,3 ,1 ,1 ,4 ,2 ,2 ,3 ,1,1,3,0.333333333,0.333333333,1
